어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
시립나래울어린이집,경기도,화성시,국공립,80,15,경기도 화성시 여울로2길 33 나래울1.2층 시립나래울어린이집,031-8003-6223,031-8003-8423,,,11,N,,2017-04-20
시립능동7단지어린이집,경기도,화성시,국공립,27,7,"경기도 화성시 동탄원천로 315-13 736동(능동, 동탄능동마을 주공아파트)",031-8050-8887,031-8050-9959,,,7,N,,2017-04-20
시립능동제1어린이집,경기도,화성시,국공립,29,9,"경기도 화성시 동탄원천로 338-10 (능동, 동탄능동마을 주공아파트)",031-8015-1599,031-8015-1522,,,4,N,,2017-04-20
꿈의숲어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄반석로 231 155-102(석우동, 예당마을 롯데캐슬)",070-7819-1238,,,,4,N,,2017-04-20
꿈터어린이집,경기도,화성시,민간,26,5,경기도 화성시 영통로27번길 35-12 현대@3차 관리동1층,031-205-1719,031-205-1729,,,3,N,,2017-04-20
나란히어린이집,경기도,화성시,가정,18,5,"경기도 화성시 향남읍 발안서로 9 107동 102호(발안리, 발안마을주공아파트)",031-353-7043,031-359-7043,,,4,N,,2017-04-20
나루어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄반석로 41 614동 101호(반송동, 나루마을신도브래뉴)",031-8050-6255,,,,4,N,,2017-04-20
나무앤숲어린이집,경기도,화성시,가정,20,5,경기도 화성시 향남읍 하길로 9 1111동 101호(향남오색마을사랑으로부영),031-354-5987,031-354-5987,,,4,N,,2017-04-20
남양영재어린이집,경기도,화성시,민간,114,19,경기도 화성시 남양읍 화성로1155번길 11-10,031-355-9054,031-355-9304,,,15,Y,,2017-04-20
노란레몬어린이집,경기도,화성시,가정,19,5,"경기도 화성시 동탄지성로 405 115동 105호(기산동, 대우푸르지오)",031-225-7156,,,,4,N,,2017-04-20
노랑나비어린이집,경기도,화성시,가정,20,4,"경기도 화성시 경기대로 990 101동 101호(병점동, SK뷰아파트)",031-222-8095,,,,4,N,,2017-04-20
노리하우스어린이집,경기도,화성시,가정,20,7,"경기도 화성시 동탄중앙로 189 336동102호(반송동, 다은마을 월드메르디앙반도유보라)",031-8050-9336,,,,4,N,,2017-04-20
느티나무아래어린이집,경기도,화성시,민간,93,15,경기도 화성시 동탄면 동탄대로9길 19 관리동(LH26단지 아파트),031-375-2788,,,,12,N,,2017-04-20
늘사랑어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄순환대로21길 15 1347동 103호(청계동, 동탄2신도시 신안인스빌)",031-8058-1514,,,,4,N,,2017-04-20
늘푸른어린이집,경기도,화성시,가정,20,4,경기도 화성시 배양북길32번길 18-11,031-222-3978,031-222-9301,,,5,Y,,2017-04-20
능동까꿍어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄숲속로 95 812동 102호(능동, 숲속마을광명메이루즈)",070-8614-9664,,,,5,N,,2017-04-20
다사랑어린이집,경기도,화성시,민간,81,5,경기도 화성시 매송면 화성로2381번길 22-1,031-294-6967,050-012-4928,,,12,Y,,2017-04-20
다솜아이어린이집,경기도,화성시,가정,20,7,경기도 화성시 동탄반송1길 30-10 (반송동),031-8003-7171,,,,6,Y,,2017-04-20
다온어린이집,경기도,화성시,민간,22,6,경기도 화성시 봉담읍 와우로34번길 30 주민공동시설 1층,031-234-8127,031-234-8041,,,4,N,,2017-04-20
다윤어린이집,경기도,화성시,가정,16,5,"경기도 화성시 병점4로 102 1006동 104호(진안동, 진안골마을주공10단지아파트)",031-233-2706,031-233-2706,,,4,N,,2017-04-20
다인어린이집,경기도,화성시,민간,41,7,경기도 화성시 동탄중앙로 119-14 관리동(반송동 새강마을 주공휴먼시아아파트),031-8058-3032,,,,6,N,,2017-04-20
다하어린이집,경기도,화성시,가정,19,6,"경기도 화성시 병점중앙로 230-10 105동 102호(진안동, 다람마을엘지태안자이)",031-224-1864,031-224-1868,,,4,N,,2017-04-20
다현어린이집,경기도,화성시,가정,18,7,"경기도 화성시 병점3로 74 203동 101호(병점동, 느치미마을주공뜨란채2단지아파트)",031-234-2107,031-233-2107,,,4,N,,2017-04-20
시립동화3단지어린이집,경기도,화성시,국공립,29,10,경기도 화성시 동화새터길 121 휴먼시아주공3단지 관리동어린이집,031-278-2838,031-278-2837,,,7,N,,2017-04-20
동화뜨란채어린이집,경기도,화성시,가정,19,5,경기도 화성시 봉담읍 동화길 122 경기도 화성시 봉담읍 동화리동화마을 휴먼시아주공아파트 602-101,031-206-8612,,,,4,Y,,2017-04-20
쌍용지혜샘어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄반석로 71 450동 102호(반송동, 솔빛마을쌍용예가아파트)",031-613-4009,031-613-4009,,,4,N,,2017-04-20
아가세상어린이집,경기도,화성시,가정,20,3,"경기도 화성시 동탄공원로 21-12 910동 103호(능동, 푸른마을포스코더샵아파트)",031-8058-7933,031-8058-7933,,,4,N,,2017-04-20
아기까꿍어린이집,경기도,화성시,가정,16,6,"경기도 화성시 동탄지성로 42 225동 104호(반송동, 시범한빛마을 아이파크)",031-613-5117,031-613-5117,,,4,N,,2017-04-20
시립반송어린이집,경기도,화성시,국공립,117,21,경기도 화성시 노작로 134 동탄복합문화센터1층,031-8015-5290,031-8015-5291,,,12,N,,2017-04-20
시립삼봉어린이집,경기도,화성시,국공립,26,7,경기도 화성시 봉담읍 삼천병마로 1256-8 삼봉마을 주공아파트 관리동,031-298-2916,031-298-5916,,,4,N,,2017-04-20
시립서봉제1어린이집,경기도,화성시,국공립,51,8,경기도 화성시 향남읍 상신하길로356번길 15 서봉마을1단지아파트 관리동어린이집,031-8047-4912,,,,8,N,,2017-04-20
시립서봉제3어린이집,경기도,화성시,국공립,49,9,경기도 화성시 향남읍 상신하길로273번길 60 LH 서봉마을 5단지,031-8059-7955,,,,8,N,,2017-04-20
시립숲속제5어린이집,경기도,화성시,국공립,45,7,"경기도 화성시 동탄숲속로 103 관리동(능동, 동탄숲속마을 자연앤경남아너스빌)",031-8015-2036,031-8015-2033,,,4,N,,2017-04-20
좋은씨앗어린이집,경기도,화성시,가정,20,6,"경기도 화성시 메타폴리스로 22 301동 103호(반송동, 시범다은마을다숲캐슬3단지아파트)",031-8050-1333,031-8015-1391,,,4,N,,2017-04-20
조선아이비어린이집,경기도,화성시,민간,48,8,"경기도 화성시 동탄대로시범길 168 관리동(청계동, 시범반도유보라1차)",031-378-3104,031-378-3105,,,8,N,,2017-04-20
지혜뜰어린이집,경기도,화성시,민간,39,1,경기도 화성시 병점중앙로170번길 8 (진안동),031-233-4613,031-237-4612,,,5,Y,,2017-04-20
짱구어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄숲속로 19 893동 101호(능동, 숲속마을풍성신미주아파트)",031-8003-7452,031-8003-7452,,,4,N,,2017-04-20
참맑은어린이집,경기도,화성시,가정,20,4,경기도 화성시 봉담읍 삼천병마로 1321-10 105동 104호(동남메리트아파트),070-7629-6333,031-227-0333,,,4,Y,,2017-04-20
대광어린이집,경기도,화성시,민간,48,7,경기도 화성시 시청로 223 대광아파트,031-355-0806,031-355-0806,,,5,Y,,2017-04-20
대원아이사랑어린이집,경기도,화성시,가정,20,7,"경기도 화성시 동탄순환대로22길 14 1227동 103호(청계동, 대원칸타빌 포레지움)",031-377-7923,,,,5,N,,2017-04-20
도담어린이집,경기도,화성시,가정,20,6,경기도 화성시 행정중앙2로 85 대방노블랜드1003동 102호,031-8050-1500,,,,4,N,,2017-04-20
도레미어린이집,경기도,화성시,가정,9,1,"경기도 화성시 동탄중앙로 99 511동 103호(반송동, 동탄새강마을 휴먼시아아파트)",031-377-9557,031-377-9557,,,2,N,,2017-04-20
돌담어린이집,경기도,화성시,민간,84,10,경기도 화성시 봉담읍 서봉산길 20-5,031-297-2299,031-297-2290,,,11,Y,,2017-04-20
동남영아어린이집,경기도,화성시,민간,35,7,경기도 화성시 만년로 470   14번지 동남훼미리아파트 관리동 1층,031-354-9428,031-354-9528,,,8,Y,,2017-04-20
동문지혜샘어린이집,경기도,화성시,가정,20,6,"경기도 화성시 봉담읍 상봉길 35-8 105동 102호(상리, 호수마을동문굿모닝힐아파트)",031-298-6620,031-298-6620,,,5,N,,2017-04-20
동일숲어린이집,경기도,화성시,민간,33,6,경기도 화성시 동화길 84 동일숲 관리동 어린이집,031-297-7911,031-297-7911,,,4,N,,2017-04-20
동일튼튼어린이집,경기도,화성시,가정,20,5,"경기도 화성시 봉담읍 동화길 82 103동 102호(동화리, 동화마을동일하이빌)",031-227-2743,,,,5,N,,2017-04-20
동탄노리숲어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄반석로 71 443동 102호(반송동, 솔빛마을쌍용예가아파트)",031-613-7150,031-613-7140,,,4,N,,2017-04-20
동탄삼부어린이집,경기도,화성시,민간,30,6,경기도 화성시 동탄반석로 207 시범한빛마을 삼부르네상스아파트 관리동,031-613-1030,031-613-5470,,,3,N,,2017-04-20
시립호반더클래스어린이집,경기도,화성시,국공립,50,10,경기도 화성시 동탄순환대로22길 45,031-377-7977,031-377-7976,,,9,N,,2017-04-20
신나라어린이집,경기도,화성시,가정,20,6,"경기도 화성시 향남읍 행정서로 48 304동 104호(행정리, 향남시범넓은들마을신명스카이뷰)",031-8058-9087,031-8058-9087,,,4,N,,2017-04-20
신성어린이집,경기도,화성시,가정,19,5,"경기도 화성시 향남읍 삼천병마로 281-13 108동 105호(장짐리, 장짐마을신성발안미소지움1차아파트)",031-358-4480,031-358-4480,,,4,Y,,2017-04-20
신안꼬꼬마어린이집,경기도,화성시,가정,16,5,"경기도 화성시 봉담읍 삼천병마로 1256-18 102동 106호(상리, 청운마을신안인스빌아파트)",031-227-2214,,,,4,N,,2017-04-20
신안참좋은어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄청계로 303-13 1116동 104호(청계동, 신안인스빌 2차)",031-377-8314,,,,5,N,,2017-04-20
라라숲어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄순환대로22길 14 1224동 101호(청계동, 대원칸타빌 포레지움)",031-8050-5244,,,,,N,,2016-06-01
향기로운어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄반석로 231 147동 102호(석우동, 예당마을 롯대캐슬)",070-7098-7774,,,,,N,,2016-06-01
새뿌리어린이집,경기도,화성시,가정,20,0,경기도 화성시 수영로82번길 6 신창비바패밀리 205동 104호,031-892-4087,,,,,N,,2016-06-01
월드다하어린이집,경기도,화성시,가정,20,5,"경기도 화성시 병점중앙로 202 103동 105호(진안동, 월드메르디앙1단지아파트)",031-238-2399,,,,,N,,2016-06-01
즐거운해랑어린이집,경기도,화성시,가정,20,7,"경기도 화성시 동탄지성로 293 105동 104호(기산동, 행복마을울트라참누리1단지아파트)",031-233-3543,,,,,N,,2016-06-01
큰나래 어린이집,경기도,화성시,가정,19,5,"경기도 화성시 봉담읍 와우로34번길 30 112동 102호(와우리, 다온마을쌍용스윗닷홈아파트)",031-891-9998,,,,,N,,2016-06-01
팅커벨어린이집,경기도,화성시,가정,14,5,"경기도 화성시 병점3로 158 708동 106호(병점동, 안화동마을주공아파트)",031-8031-5797,,,,,N,,2016-06-01
신성어린이집,경기도,화성시,가정,19,3,"경기도 화성시 향남읍 삼천병마로 281-13 108동 105호(장짐리, 장짐마을신성발안미소지움1차아파트)",031-358-4480,,,,,N,,2016-06-01
아기천사어린이집,경기도,화성시,가정,20,3,"경기도 화성시 동탄중앙로 189 347동101호(반송동, 다은마을 월드메르디앙반도유보라)",031-613-5502,,,,,N,,2016-06-01
아이행복어린이집,경기도,화성시,가정,20,5,"경기도 화성시 10용사로 286 1007동 102호(능동, 우남퍼스트빌2차아파트)",031-221-9758,,,,,N,,2016-06-01
아이큰숲어린이집,경기도,화성시,민간,99,17,경기도 화성시 봉담읍 동화역말길 73-18,031-298-9797,031-298-9707,,,7,Y,,2017-04-20
아이토마토어린이집,경기도,화성시,가정,20,11,"경기도 화성시 동탄지성로 42 226동 101호(반송동, 시범한빛마을동탄아이파크2단지아파트)",031-613-3047,031-613-3047,,,4,N,,2017-04-20
아이행복어린이집,경기도,화성시,가정,20,6,"경기도 화성시 10용사로 286 1007동 102호(능동, 우남퍼스트빌2차아파트)",031-221-9758,031-221-9758,,,4,N,,2017-04-20
아트빌에코비어린이집,경기도,화성시,가정,20,3,경기도 화성시 동탄공원로1길 22-12 (반송동 65-4),031-8015-2332,031-8015-2123,,,4,N,,2017-04-20
안데르센어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄숲속로 69 834동 104호(능동,동탄숲속마을자연앤경남아너스빌)",070-8628-0223,,,,6,N,,2017-04-20
꼬꼬마어린이집,경기도,화성시,가정,20,7,"경기도 화성시 향남읍 행정중앙2로 38 204동 102호(, 향남시범넓은마을향남지웰2차)",031-8059-0207,031-8059-0065,,,4,Y,,2017-04-20
꼬마별어린이집,경기도,화성시,가정,20,6,"경기도 화성시 봉담읍 와우로34번길 63 101동 101호(와우리, 신명아파트)",031-226-6253,031-226-6253,,,4,N,,2017-04-20
부영나래어린이집,경기도,화성시,가정,20,6,경기도 화성시 향남읍 하길로 69 906동104호(향남오색마을사랑으로부영),031-352-3074,031-352-3074,,,4,N,,2017-04-20
브레인도만스쿨어린이집,경기도,화성시,가정,20,4,"경기도 화성시 봉담읍 동화역말길 20 505동 101호(동화리, 휴먼시아동화마을)",031-893-2775,031-893-2775,,,4,N,,2017-04-20
블루키즈어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄지성로 405 106동 103호(기산동, 대우푸르지오)",031-232-5056,031-232-5056,,,4,N,,2017-04-20
비버어린이집,경기도,화성시,가정,20,5,경기도 화성시 여울로3길 10-1,031-8015-8031,031-8015-8031,,,5,Y,,2017-04-20
빛고은어린이집,경기도,화성시,민간,23,6,경기도 화성시 효행로 1075-10 관리동,031-235-2205,031-225-2206,,,3,N,,2017-04-20
애플베베어린이집,경기도,화성시,가정,20,5,"경기도 화성시 동탄반석로 96 401동 104호(반송동, 솔빛마을 경남아너스빌)",031-613-4122,031-613-4122,,,4,N,,2017-04-20
동화속어린이집,경기도,화성시,가정,20,5,경기도 화성시 와우로15번길 10 임광그대가 303동 101호,031-225-7977,031-225-7977,,,4,N,,2017-04-20
두레어린이집,경기도,화성시,법인·단체등,94,13,경기도 화성시 우정읍 두레길 13,031-358-2659,031-358-2660,,,16,Y,,2017-04-20
두리어린이집,경기도,화성시,가정,16,4,"경기도 화성시 병점2로 35 110동 104호(병점동, 주공아파트)",031-225-4862,,,,4,N,,2017-04-20
두산꿈초롱어린이집,경기도,화성시,가정,20,5,"경기도 화성시 영통로50번길 27 104동 103호(반월동, 두산위브아파트)",031-304-3837,031-304-3837,,,4,N,,2017-04-20
두산어린이집,경기도,화성시,가정,20,5,"경기도 화성시 영통로50번길 14 206동 103호(반월동, 두산위브아파트)",031-302-0066,031-302-0066,,,4,N,,2017-04-20
두산위브어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄공원로 21-40 930동 102호(능동, 동탄푸른마을두산위브아파트)",031-8003-9753,031-8015-0522,,,4,N,,2017-04-20
딩동댕어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄반석로 231 145동 103호(석우동, 예당마을 롯데캐슬)",031-613-8576,,,,4,N,,2017-04-20
동화마을어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄공원로 21-12 910동 101호(능동, 푸른마을포스코더샵아파트)",031-8003-9910,031-8003-9910,,,4,N,,2017-04-20
또래나라어린이집,경기도,화성시,가정,20,5,"경기도 화성시 효행로 229-11 111동 103호(기안동, 광도와이드빌아파트)",031-234-3248,031-234-3247,,,4,N,,2017-04-20
라라숲어린이집,경기도,화성시,가정,20,6,"경기도 화성시 동탄순환대로22길 14 1224동 101호(청계동, 대원칸타빌 포레지움)",031-8050-5244,,,,5,N,,2017-04-20
동화세상어린이집,경기도,화성시,가정,20,2,"경기도 화성시 영통로27번길 53 214동 106호(반월동, 신영통현대2차아파트)",031-206-5222,,,,,N,,2016-06-01
